,id,title,pressing_year,album_year,country,artist,artist_id,format,lp_quantity,pressing,description,genres,styles,wants,haves,rating,lowest_sold_usd,median_sold_usd,highest_sold_usd,url
54,7510381,Vespertine,2015,2001,UK & US,['Björk'],[1373],Vinyl,2,['Standard Black'],"['LP', 'Album', 'Reissue']",['Electronic'],"['Experimental', 'Abstract', 'Ambient']",1400,3375,4.7,16.65,34.05,53.13,https://www.discogs.com/release/7510381-Bj%C3%B6rk-Vespertine
55,6766191,Medúlla,2015,2004,UK,['Björk'],[1373],Vinyl,2,['Maroon'],"['12""', '45 RPM', 'Album', 'Limited Edition', 'Reissue']",['Electronic'],"['Experimental', 'Minimal', 'Vocal', 'Avantgarde']",1088,2811,4.4,32.81,62.05,83.33,https://www.discogs.com/release/6766191-Bj%C3%B6rk-Med%C3%BAlla
56,12197355,The Now Now,2018,2018,Europe,['Gorillaz'],[6378],Vinyl,1,['Blue'],"['LP', 'Album']","['Rock', 'Funk / Soul']","['Alternative Rock', 'Funk']",1348,3525,4.4,23.24,67.6,105.42,https://www.discogs.com/release/12197355-Gorillaz-The-Now-Now
57,10175557,Humanz,2017,2017,Europe,['Gorillaz'],[6378],Vinyl,2,['Gatefold'],"['LP', 'Album']","['Electronic', 'Hip Hop', 'Pop']","['Pop Rap', 'Dance-pop', 'Trip Hop']",2700,16288,4.0,14.99,21.3,40.98,https://www.discogs.com/release/10175557-Gorillaz-Humanz
58,26193785,Cracker Island,2023,2023,UK & Europe,['Gorillaz'],[6378],Vinyl,1,['Purple [Transparent]'],"['LP', 'Album', 'Stereo']","['Electronic', 'Hip Hop', 'Rock', 'Pop']",['Alternative Rock'],158,1195,4.3,10.0,31.99,53.85,https://www.discogs.com/release/26193785-Gorillaz-Cracker-Island
59,2440818,Plastic Beach,2010,2010,UK,['Gorillaz'],[6378],Vinyl,2,['180g'],"['LP', 'Album']","['Electronic', 'Hip Hop', 'Pop']","['Leftfield', 'Electro', 'Synth-pop']",8630,20317,4.5,21.08,32.6,58.7,https://www.discogs.com/release/2440818-Gorillaz-Plastic-Beach
60,204021,Gorillaz,2001,2001,Europe,['Gorillaz'],[6378],Vinyl,2,['Standard Black'],"['LP', 'Album']","['Electronic', 'Hip Hop', 'Rock', 'Latin', 'Funk / Soul', 'Pop']","['Leftfield', 'Trip Hop', 'Lo-Fi', 'Experimental', 'UK Garage', 'Dub', 'Pop Rap']",8664,18794,4.4,17.0,38.0,63.28,https://www.discogs.com/release/204021-Gorillaz-Gorillaz
61,13896964,The Fall,2019,2010,"UK, Europe & US",['Gorillaz'],[6378],Vinyl,1,['Standard Black'],"['LP', 'Album', 'Reissue']","['Electronic', 'Rock']","['Pop Rock', 'Lo-Fi', 'Downtempo']",558,2117,4.0,15.99,21.99,40.75,https://www.discogs.com/release/13896964-Gorillaz-The-Fall
62,26195159,Can You Afford To Lose Me?,2023,2023,"UK, Europe & US",['Holly Humberstone'],[7813821],Vinyl,1,['Purple Transparent'],"['LP', 'Compilation', 'Limited Edition']",['Pop'],['Indie Pop'],242,1075,4.4,18.28,26.58,33.11,https://www.discogs.com/release/26195159-Holly-Humberstone-Can-You-Afford-To-Lose-Me
63,23927723,Blue Banisters,2022,2021,"USA, Canada & Europe",['Lana Del Rey'],[2445772],Vinyl,2,['White Opaque'],"['LP', 'Album', 'Limited Edition', 'Repress']","['Pop', 'Folk, World, & Country']","['Ballad', 'Folk']",747,877,4.3,30.0,75.0,108.59,https://www.discogs.com/release/23927723-Lana-Del-Rey-Blue-Banisters
64,26517635,Did You Know That There's A Tunnel Under Ocean Blvd,2023,2023,Worldwide,['Lana Del Rey'],[2445772],Vinyl,2,"['Green, Alternative Artwork']","['LP', 'Album', 'Limited Edition']","['Rock', 'Pop']","['Baroque Pop', 'Indie Rock', 'Indie Pop', 'Alt-Pop', 'Ballad']",2457,13029,4.4,20.0,34.5,60.81,https://www.discogs.com/release/26517635-Lana-Del-Rey-Did-You-Know-That-Theres-A-Tunnel-Under-Ocean-Blvd
65,30363680,Did You Know That There’s A Tunnel Under Ocean Blvd,2024,2023,Worldwide,['Lana Del Rey'],[2445772],Vinyl,2,"['Orange Translucent, Festival Edition']","['LP', 'Album', 'Limited Edition', 'Stereo']",['Pop'],"['Alt-Pop', 'Baroque Pop', 'Indie Pop', 'Ballad']",871,3616,4.5,35.0,49.11,84.84,https://www.discogs.com/release/30363680-Lana-Del-Rey-Did-You-Know-That-Theres-A-Tunnel-Under-Ocean-Blvd
66,21064786,Chemtrails Over The Country Club,2021,2021,"UK, Europe & US",['Lana Del Rey'],[2445772],Vinyl,1,"['Blue Translucent [Cobalt], Alternative Artwork']","['LP', 'Album', 'Record Store Day']","['Rock', 'Pop', 'Folk, World, & Country']","['Indie Rock', 'Indie Pop', 'Folk', 'Alternative Rock']",2164,7096,4.5,55.0,83.55,130.43,https://www.discogs.com/release/21064786-Lana-Del-Rey-Chemtrails-Over-The-Country-Club
67,28930639,Say Yes To Heaven,2023,2023,Worldwide,['Lana Del Rey'],[2445772],Vinyl,1,['Standard Black'],"['7""', '45 RPM', 'Single', 'Limited Edition', 'Picture Disc']",['Pop'],,1092,6512,4.4,10.0,25.47,37.93,https://www.discogs.com/release/28930639-Lana-Del-Rey-Say-Yes-To-Heaven
68,23406356,NFR!,2022,2019,USA & Europe,['Lana Del Rey'],[2445772],Vinyl,2,['Standard Black'],"['LP', 'Album', 'Reissue']","['Rock', 'Pop']","['Psychedelic Rock', 'Classic Rock', 'Dream Pop', 'Folk Rock', 'Soft Rock', 'Trip Hop', 'Ballad']",638,4655,4.6,25.99,35.48,60.0,https://www.discogs.com/release/23406356-Lana-Del-Rey-NFR
69,26535038,Human Overboard,2023,2022,US,['James And The Shame'],[11676482],Vinyl,1,['Green & Blue Swirl'],"['LP', 'Album']","['Pop', 'Folk, World, & Country']","['Country', 'Folk']",152,450,4.7,25.0,25.0,25.0,https://www.discogs.com/release/26535038-James-and-the-Shame-Human-Overboard
70,30804570,Nothing Left To Love,2024,2023,Worldwide,['James And The Shame'],[11676482],Vinyl,1,['Orange'],"['12""', '33 ⅓ RPM', 'EP']","['Folk, World, & Country']",['Country'],3,89,3.0,,,,https://www.discogs.com/release/30804570-James-and-the-Shame-Nothing-Left-To-Love
71,28638304,1989 (Taylor's Version),2023,2023,Worldwide,['Taylor Swift'],[1124645],Vinyl,2,"['Tangerine, MPO Pressing']","['LP', 'Album', 'Special Edition']","['Electronic', 'Pop']","['Synth-pop', 'Ballad', 'Pop Rock']",490,9000,4.7,17.0,27.47,47.9,https://www.discogs.com/release/28638304-Taylor-Swift-1989-Taylors-Version
72,24896708,Midnights,2022,2022,USA & Europe,['Taylor Swift'],[1124645],Vinyl,1,"['Blue Translucent Marbled [Moonstone Blue Marbled], Signed Insert']","['LP', 'Album', 'Special Edition']","['Electronic', 'Pop']","['Synth-pop', 'Vocal']",879,6434,4.6,13.13,174.0,202.53,https://www.discogs.com/release/24896708-Taylor-Swift-Midnights
73,27604608,Speak Now (Taylor's Version),2023,2023,Worldwide,['Taylor Swift'],[1124645],Vinyl,3,['Violet Marbled'],"['LP', 'Album']","['Pop', 'Folk, World, & Country']","['Country', 'Alternative Rock', 'Vocal']",2269,21214,4.5,30.43,43.17,72.18,https://www.discogs.com/release/27604608-Taylor-Swift-Speak-Now-Taylors-Version
74,30444731,The Tortured Poets Department,2024,2024,US,['Taylor Swift'],[1124645],Vinyl,2,"['White [Ghosted White], ""The Manuscript"", Vantiva Pressing']","['LP', 'Album', 'Stereo']",['Pop'],['Ballad'],558,11661,4.2,23.5,39.0,299.99,https://www.discogs.com/release/30444731-Taylor-Swift-The-Tortured-Poets-Department
75,30041185,Eternal Sunshine,2024,2024,Worldwide,['Ariana Grande'],[3310737],Vinyl,1,"['Red [Translucent Red Ruby], Exclusive Cover No. 4']","['LP', 'Album', 'Stereo']",['Pop'],"['Synth-pop', 'Contemporary R&B', 'Dance-pop']",449,1742,4.8,25.0,63.04,82.61,https://www.discogs.com/release/30041185-Ariana-Grande-Eternal-Sunshine
76,30436862,I Was / I Am,2024,2022,US,['Noah Kahan'],[5951449],Vinyl,1,['Blue Translucent'],"['LP', 'Album', 'Record Store Day', 'Limited Edition']","['Pop', 'Folk, World, & Country']","['Folk', 'Indie Pop']",554,6812,4.6,15.0,21.98,54.24,https://www.discogs.com/release/30436862-Noah-Kahan-I-Was-I-Am
77,14567169,Sweetener,2019,2018,"USA, Canada & Europe",['Ariana Grande'],[3310737],Vinyl,2,['Peach'],"['LP', 'Album', 'Reissue', 'Stereo']","['Hip Hop', 'Funk / Soul', 'Pop']","['Trap', 'Contemporary R&B']",4863,6824,4.6,34.99,78.5,138.69,https://www.discogs.com/release/14567169-Ariana-Grande-Sweetener
78,13781167,Busyhead,2019,2019,US,['Noah Kahan'],[5951449],Vinyl,1,['Standard Black'],"['LP', 'Album']","['Rock', 'Pop']","['Acoustic', 'Indie Pop']",1386,2824,4.6,13.0,25.95,43.58,https://www.discogs.com/release/13781167-Noah-Kahan-Busyhead
79,13917593,Me!,2019,2019,US,"['Brendon Urie', 'Taylor Swift']","[711920, 1124645]",Vinyl,1,['Standard Black'],"['7""', '45 RPM', 'Single', 'Limited Edition']",['Pop'],['Bubblegum'],1738,1061,4.3,40.0,63.84,141.03,https://www.discogs.com/release/13917593-Taylor-Swift-Featuring-Brendon-Urie-Me
80,13909123,Me! (Billboard Music Awards Live Rehearsal Audio),2019,2019,US,"['Brendon Urie', 'Taylor Swift']","[711920, 1124645]",Vinyl,1,['Standard Black'],"['7""', 'Single', 'Limited Edition']",['Pop'],['Bubblegum'],1613,747,4.3,60.0,130.0,198.72,https://www.discogs.com/release/13909123-Taylor-Swift-Featuring-Brendon-Urie-Me-Billboard-Music-Awards-Live-Rehearsal-Audio
81,14401235,Lover,2019,2019,USA & Canada,['Taylor Swift'],[1124645],Vinyl,2,"['Pink', 'Blue Translucent']",['LP'],"['Electronic', 'Pop']","['Synth-pop', 'Ballad', 'Vocal']",4036,40999,4.5,18.0,34.47,66.48,https://www.discogs.com/release/14401235-Taylor-Swift-Lover
82,16465581,Cardigan (+ Songwriting Voice Memo),2020,2020,US,['Taylor Swift'],[1124645],Vinyl,1,['Gold'],"['7""', '45 RPM', 'Single', 'Limited Edition']","['Pop', 'Folk, World, & Country']","['Indie Pop', 'Vocal']",2897,2850,4.7,100.0,140.65,199.99,https://www.discogs.com/release/16465581-Taylor-Swift-Cardigan--Songwriting-Voice-Memo
83,16190187,Folklore,2020,2020,US,['Taylor Swift'],[1124645],Vinyl,2,"['Brown ""In The Trees""']","['LP', 'Album', 'Deluxe Edition']","['Pop', 'Folk, World, & Country']","['Folk', 'Acoustic', 'Ballad']",3785,23950,4.5,23.08,55.0,75.0,https://www.discogs.com/release/16190187-Taylor-Swift-Folklore
84,19115746,K Bye For Now (Swt Live),2021,2019,US,['Ariana Grande'],[3310737],Vinyl,3,['Standard Black'],"['LP', 'Album', 'Record Store Day', 'Limited Edition']","['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']","['Contemporary R&B', 'Dance-pop', 'Trap', 'Pop Rap']",1499,2091,4.7,69.99,110.89,185.9,https://www.discogs.com/release/19115746-Ariana-Grande-K-Bye-For-Now-Swt-Live
85,21794644,Evermore,2021,2020,US,['Taylor Swift'],[1124645],Vinyl,2,"['Translucent Green, Precision Record Pressing']","['LP', 'Album', 'Deluxe Edition']","['Rock', 'Pop', 'Folk, World, & Country']","['Alternative Rock', 'Folk Rock', 'Pop Rock']",1674,10554,4.6,20.99,29.41,60.69,https://www.discogs.com/release/21794644-Taylor-Swift-Evermore
86,20414812,Fearless (Taylor's Version),2021,2021,Worldwide,['Taylor Swift'],[1124645],Vinyl,3,"['Gold, Optimal Media GmbH Pressing']","['LP', 'Album']","['Pop', 'Folk, World, & Country']","['Country', 'Vocal']",4315,21060,4.6,30.0,53.22,69.99,https://www.discogs.com/release/20414812-Taylor-Swift-Fearless-Taylors-Version
87,21433636,Red (Taylor's Version),2021,2021,US,['Taylor Swift'],[1124645],Vinyl,4,"['Red, Optimal Media GmbH Pressing']","['LP', '45 RPM', 'Album', 'Limited Edition']","['Rock', 'Pop', 'Folk, World, & Country']","['Ballad', 'Country', 'Pop Rock']",1764,9526,4.6,30.0,41.0,89.68,https://www.discogs.com/release/21433636-Taylor-Swift-Red-Taylors-Version
88,22940945,The Lakes,2022,2021,Worldwide,['Taylor Swift'],[1124645],Vinyl,1,['Clear'],"['7""', '33 ⅓ RPM', 'Record Store Day', 'Single', 'Limited Edition']","['Pop', 'Folk, World, & Country']",,6875,7892,4.6,82.61,221.2,350.0,https://www.discogs.com/release/22940945-Taylor-Swift-The-Lakes
89,26090860,Lover (Live From Paris),2023,2023,USA & Europe,['Taylor Swift'],[1124645],Vinyl,2,"['Pink Marbled', 'Baby Blue Marbled']","['8""', '33 ⅓ RPM', 'Shape']","['Electronic', 'Pop']","['Dance-pop', 'Synth-pop', 'Ballad', 'Bubblegum']",12376,6763,4.6,90.0,220.0,815.22,https://www.discogs.com/release/26090860-Taylor-Swift-Lover-Live-From-Paris
90,26809709,Folklore: The Long Pond Studio Sessions,2023,2020,Worldwide,['Taylor Swift'],[1124645],Vinyl,2,['Grey'],"['LP', 'Album', 'Record Store Day', 'Reissue']","['Rock', 'Pop', 'Folk, World, & Country']","['Vocal', 'Indie Pop', 'Ballad', 'Acoustic']",10345,29280,4.7,76.92,312.61,407.61,https://www.discogs.com/release/26809709-Taylor-Swift-Folklore-The-Long-Pond-Studio-Sessions
91,28984147,Cape Elizabeth,2023,2020,US,['Noah Kahan'],[5951449],Vinyl,1,['Blue & White Marbled [Ocean Marbled]'],"['12""', '33 ⅓ RPM', 'EP', 'Record Store Day', 'Limited Edition', 'Reissue']","['Rock', 'Pop', 'Folk, World, & Country']",,1710,2957,4.7,27.99,80.43,128.21,https://www.discogs.com/release/28984147-Noah-Kahan-Cape-Elizabeth
92,13581613,"Thank U, Next",2019,2019,US,['Ariana Grande'],[3310737],Vinyl,2,['Clear'],"['LP', 'Album', 'Limited Edition']","['Hip Hop', 'Funk / Soul', 'Pop']","['Trap', 'Contemporary R&B']",3348,19410,4.5,15.0,25.0,74.18,https://www.discogs.com/release/13581613-Ariana-Grande-Thank-U-Next
93,18132004,Positions,2021,2020,USA & Canada,['Ariana Grande'],[3310737],Vinyl,1,['Glow In The Dark'],"['LP', 'Album', 'Limited Edition']","['Hip Hop', 'Funk / Soul', 'Pop']",['Contemporary R&B'],1057,6109,4.3,13.58,19.44,42.39,https://www.discogs.com/release/18132004-Ariana-Grande-Positions
94,14495693,Christmas & Chill,2019,2015,"UK, Europe & US",['Ariana Grande'],[3310737],Vinyl,1,['Green '],"['LP', 'Single Sided', 'EP', 'Etched', 'Limited Edition', 'Reissue']",['Pop'],"['Vocal', 'Contemporary R&B', 'Holiday']",2092,4525,4.3,9.99,49.95,129.02,https://www.discogs.com/release/14495693-Ariana-Grande-Christmas-Chill
95,29004502,Court And Spark Demos,2023,2023,Worldwide,['Joni Mitchell'],[90233],Vinyl,1,['Standard Black'],"['LP', 'Album', 'Record Store Day', 'Limited Edition', 'Stereo']","['Rock', 'Folk, World, & Country']",['Folk Rock'],101,997,4.5,20.0,24.98,35.29,https://www.discogs.com/release/29004502-Joni-Mitchell-Court-And-Spark-Demos
96,19354675,The Turning Wheel,2021,2021,US,['Spellling'],[6038881],Vinyl,2,['Orange [Hot Orange]'],"['LP', 'Album', 'Deluxe Edition', 'Limited Edition', 'Numbered']","['Electronic', 'Rock', 'Pop']","['Art Rock', 'Indie Pop']",156,160,5.0,32.76,60.0,110.29,https://www.discogs.com/release/19354675-Spellling-The-Turning-Wheel
97,20215084,NieR Replicant -10+1 Years- Vinyl LP Box Set,2021,2021,Japan,['Various'],[194],Vinyl,4,['Standard Black'],['LP'],"['Electronic', 'Stage & Screen']","['Soundtrack', 'Modern Classical', 'Video Game Music']",244,1192,4.6,61.32,82.48,151.09,https://www.discogs.com/release/20215084-Various-NieR-Replicant-101-Years-Vinyl-LP-Box-Set
98,13386225,Pony,2019,2019,US,['Orville Peck'],[6871068],Vinyl,1,['Standard Black'],"['LP', 'Album']","['Rock', 'Folk, World, & Country']","['Country Rock', 'Indie Rock', 'Alternative Rock', 'Shoegaze']",800,6789,4.6,12.0,18.76,149.0,https://www.discogs.com/release/13386225-Orville-Peck-Pony
99,28686400,Ascension,2023,2023,US,['Sarah Kinsley'],[7073467],Vinyl,1,['Translucent Blue'],"['12""', '33 ⅓ RPM', 'EP', 'Limited Edition', 'Stereo']",['Pop'],['Alt-Pop'],28,78,4.5,,,,https://www.discogs.com/release/28686400-Sarah-Kinsley-Ascension
100,15453266,Future Nostalgia,2020,2020,USA & Europe,['Dua Lipa'],[4357593],Vinyl,1,['Standard Black'],"['LP', 'Album']","['Electronic', 'Pop']",['Dance-pop'],1546,9990,4.5,14.99,22.18,35.78,https://www.discogs.com/release/15453266-Dua-Lipa-Future-Nostalgia
101,31082546,Dua Lipa,2024,2017,UK,['Dua Lipa'],[4357593],Vinyl,1,['Zoetrope '],"['LP', 'Album', 'Limited Edition', 'Picture Disc', 'Reissue']","['Electronic', 'Pop']","['Synth-pop', 'Ballad']",40,199,4.4,,,,https://www.discogs.com/release/31082546-Dua-Lipa-Dua-Lipa
102,29337928,Houdini,2023,2023,Worldwide,['Dua Lipa'],[4357593],Vinyl,1,['Clear'],"['7""', '45 RPM', 'Single', 'Limited Edition']","['Electronic', 'Pop']","['Dance-pop', 'Synth-pop', 'Nu-Disco', 'Funk']",510,2340,4.7,16.65,26.51,49.98,https://www.discogs.com/release/29337928-Dua-Lipa-Houdini
103,30604720,Radical Optimism,2024,2024,US,['Dua Lipa'],[4357593],Vinyl,1,"['Blue Translucent / White Split [Transparent Dark Blue & White], Signed Insert']","['LP', 'Album', 'Deluxe Edition']","['Electronic', 'Pop']",['Future Pop'],165,1469,4.8,45.0,65.0,85.0,https://www.discogs.com/release/30604720-Dua-Lipa-Radical-Optimism
104,22096621,Valentine,2022,2011,UK,"['Sampha', 'Jessie Ware']","[1561067, 1885206]",Vinyl,1,['Amber Transparent'],"['7""', '45 RPM', 'Single Sided', 'Single', 'Etched', 'Limited Edition', 'Reissue']",['Electronic'],['Trip Hop'],98,263,4.2,5.0,14.09,25.64,https://www.discogs.com/release/22096621-Jessie-Ware-Sampha-Valentine
